VaccineCentury@CovidVaccination@{'weight': 1}
VaccineCentury@vaccination@{'weight': 45}
VaccineCentury@vaccinated@{'weight': 8}
VaccineCentury@covid19@{'weight': 12}
VaccineCentury@NarendraModi@{'weight': 29}
VaccineCentury@LargestVaccineDrive@{'weight': 73}
VaccineCentury@100crorevaccination@{'weight': 12}
VaccineCentury@1BillionDoses@{'weight': 3}
VaccineCentury@Coimbatore,@{'weight': 1}
VaccineCentury@COVID@{'weight': 28}
VaccineCentury@coronavirus.@{'weight': 1}
VaccineCentury@Jharkhand’s@{'weight': 1}
VaccineCentury@Bangladesh@{'weight': 1}
VaccineCentury@JammuKashmir@{'weight': 1}
VaccineCentury@COVID19update:@{'weight': 1}
VaccineCentury@COVID19@{'weight': 44}
VaccineCentury@coronavirus@{'weight': 3}
VaccineCentury@MotivationalQuotes@{'weight': 2}
VaccineCentury@motivation@{'weight': 2}
VaccineCentury@tuesdaymotivations@{'weight': 1}
VaccineCentury@fightagainstcoronavirus@{'weight': 1}
VaccineCentury@Vaccination@{'weight': 5}
VaccineCentury@India@{'weight': 101}
VaccineCentury@1BillionVaccination@{'weight': 7}
VaccineCentury@China@{'weight': 2}
VaccineCentury@FakeNews@{'weight': 3}
VaccineCentury@FactCheck@{'weight': 3}
VaccineCentury@Repost@{'weight': 1}
VaccineCentury@IndiaFightsCorona@{'weight': 23}
VaccineCentury@जय_गणेश@{'weight': 1}
VaccineCentury@जय@{'weight': 1}
VaccineCentury@माँ@{'weight': 1}
VaccineCentury@जय_माता_रानी_की@{'weight': 1}
VaccineCentury@हर_हर_महादेव@{'weight': 1}
VaccineCentury@100CroreVaccination@{'weight': 89}
VaccineCentury@जय_श्रीराम@{'weight': 2}
VaccineCentury@thoughtoftheday@{'weight': 1}
VaccineCentury@करवाचौथ_की_हार्दिक_शुभकामनाएं@{'weight': 1}
VaccineCentury@करवा_चौथ@{'weight': 1}
VaccineCentury@शुभदिवस@{'weight': 1}
VaccineCentury@INDvPAK@{'weight': 30}
VaccineCentury@SameerWakhende@{'weight': 1}
VaccineCentury@indiaVsPakistan@{'weight': 1}
VaccineCentury@शुभ_संध्या@{'weight': 1}
VaccineCentury@motivation|#motivation|#thought#quotes@{'weight': 1}
VaccineCentury@koo@{'weight': 1}
VaccineCentury@koooftheday@{'weight': 5}
VaccineCentury@vaccine@{'weight': 8}
VaccineCentury@100Crore@{'weight': 3}
VaccineCentury@chinesevirus@{'weight': 1}
VaccineCentury@sabsebadastadium@{'weight': 1}
VaccineCentury@indvpak@{'weight': 2}
VaccineCentury@indiavspak@{'weight': 1}
VaccineCentury@Chattissgarh@{'weight': 1}
VaccineCentury@CerumInstitute@{'weight': 1}
VaccineCentury@AdarPoonawalla@{'weight': 1}
VaccineCentury@PMModi@{'weight': 25}
VaccineCentury@NaMoApp@{'weight': 16}
VaccineCentury@QuotableQuotes@{'weight': 4}
VaccineCentury@MannKiBaat@{'weight': 1}
VaccineCentury@Puducherry.@{'weight': 1}
VaccineCentury@Kerala,@{'weight': 1}
VaccineCentury@Covid_19@{'weight': 11}
VaccineCentury@NoBindiNoBusiness@{'weight': 29}
VaccineCentury@HappyBirthdayPrabhas@{'weight': 29}
VaccineCentury@PratikSehajpaI@{'weight': 63}
VaccineCentury@RadheShyam@{'weight': 29}
VaccineCentury@T20WorldCup2021@{'weight': 29}
VaccineCentury@IndvsPak@{'weight': 97}
VaccineCentury@VaccineCentury@{'weight': 19}
VaccineCentury@जो_कहा_सो_किया@{'weight': 2}
VaccineCentury@सोच_ईमानदार_काम_दमदार@{'weight': 2}
VaccineCentury@फिर_एक_बार_भाजपा_सरकार@{'weight': 2}
VaccineCentury@भाजयुमो_बलरामपुर@{'weight': 2}
VaccineCentury@WATCH:@{'weight': 1}
VaccineCentury@BREAKING@{'weight': 3}
VaccineCentury@BreakingNews@{'weight': 1}
VaccineCentury@SII@{'weight': 1}
VaccineCentury@Twitter@{'weight': 1}
VaccineCentury@100CroreVaccinations@{'weight': 10}
VaccineCentury@UttarPradesh@{'weight': 1}
VaccineCentury@Vaccine@{'weight': 4}
VaccineCentury@AndhraPradesh@{'weight': 1}
VaccineCentury@Ladakh@{'weight': 1}
VaccineCentury@Covid19VaccinationDrive@{'weight': 1}
VaccineCentury@JPNadda@{'weight': 1}
VaccineCentury@VaccinationDrive@{'weight': 5}
VaccineCentury@CovidPandemic@{'weight': 1}
VaccineCentury@1BillionVaccinations@{'weight': 2}
VaccineCentury@Covid19@{'weight': 20}
VaccineCentury@GodiMedia@{'weight': 1}
VaccineCentury@GodiAirlines@{'weight': 1}
VaccineCentury@Bhakts@{'weight': 1}
VaccineCentury@librandus@{'weight': 1}
VaccineCentury@COVID_10@{'weight': 1}
VaccineCentury@मोदी_है_तो_मुमकिन_है@{'weight': 16}
VaccineCentury@BJP@{'weight': 3}
VaccineCentury@JPNadda.@{'weight': 1}
VaccineCentury@Jaisalmer@{'weight': 4}
VaccineCentury@Covid19.@{'weight': 1}
VaccineCentury@Unite2FightCorona@{'weight': 12}
VaccineCentury@MrNM56@{'weight': 2}
VaccineCentury@100crorevaccinations@{'weight': 3}
VaccineCentury@AndamanandNicobar@{'weight': 1}
VaccineCentury@narendramodi@{'weight': 19}
VaccineCentury@vaccinecentury#narendramodi@{'weight': 1}
VaccineCentury@vaccinecentury@{'weight': 10}
VaccineCentury@unite2fightcorona@{'weight': 3}
VaccineCentury@OdishaBasi@{'weight': 1}
VaccineCentury@DharmendraPradhan@{'weight': 1}
VaccineCentury@rahulgandhi@{'weight': 1}
VaccineCentury@VaccineOptimism@{'weight': 2}
VaccineCentury@Modi@{'weight': 3}
VaccineCentury@RahulGandhi@{'weight': 3}
VaccineCentury@AkhileshYadav@{'weight': 3}
VaccineCentury@arvindkejriwal@{'weight': 2}
VaccineCentury@AsaduddinOwaisi@{'weight': 2}
VaccineCentury@LutyenMedia@{'weight': 3}
VaccineCentury@Pessimists@{'weight': 3}
VaccineCentury@vaccineoptimism@{'weight': 3}
VaccineCentury@pmoindia@{'weight': 2}
VaccineCentury@vaccinations.@{'weight': 1}
VaccineCentury@HappyBirthdayParineetiChopra@{'weight': 34}
VaccineCentury@HappyDussehra@{'weight': 34}
VaccineCentury@HappyBirthdayAmitShah@{'weight': 34}
VaccineCentury@HBDKeerthySuresh@{'weight': 34}
VaccineCentury@HBDayAmitShahJi@{'weight': 34}
VaccineCentury@superCopSameerVankhede@{'weight': 34}
VaccineCentury@T20WorldCup@{'weight': 34}
VaccineCentury@BiggBoss15@{'weight': 34}
VaccineCentury@BiggBoss@{'weight': 34}
VaccineCentury@NARENDRAMODI@{'weight': 2}
VaccineCentury@INDIA!@{'weight': 2}
VaccineCentury@100crore@{'weight': 13}
VaccineCentury@LargestVacciantionDrive@{'weight': 2}
VaccineCentury@CheckKiya?🙄@{'weight': 1}
VaccineCentury@Newschecker@{'weight': 1}
VaccineCentury@MediaLiteracy@{'weight': 1}
VaccineCentury@PauseBeforeYouShare@{'weight': 1}
VaccineCentury@Pune@{'weight': 2}
VaccineCentury@CAB@{'weight': 1}
VaccineCentury@MaskUpPune@{'weight': 1}
VaccineCentury@India‘s@{'weight': 1}
VaccineCentury@safe.@{'weight': 1}
VaccineCentury@LargestVaccinationDrive@{'weight': 11}
VaccineCentury@Congress@{'weight': 2}
VaccineCentury@SamajwadiParty@{'weight': 1}
VaccineCentury@ArvindKejriwal@{'weight': 1}
VaccineCentury@AAP@{'weight': 1}
VaccineCentury@NewIndia@{'weight': 7}
VaccineCentury@largestvaccinedrive@{'weight': 12}
VaccineCentury@ABillionDoses@{'weight': 1}
VaccineCentury@OneHundredCroreDoses@{'weight': 1}
VaccineCentury@CoronaVirus@{'weight': 3}
VaccineCentury@Corona@{'weight': 1}
VaccineCentury@vaccin@{'weight': 1}
VaccineCentury@TheIndiaSaga@{'weight': 1}
VaccineCentury@CovidWarriors@{'weight': 2}
VaccineCentury@BharatMataKiJai!@{'weight': 1}
VaccineCentury@Odisha@{'weight': 3}
VaccineCentury@Haryana@{'weight': 2}
VaccineCentury@Mizoram@{'weight': 1}
VaccineCentury@IndianFlag@{'weight': 1}
VaccineCentury@krsh_kmr@{'weight': 1}
VaccineCentury@Gujarat@{'weight': 1}
VaccineCentury@Covid19Vaccination@{'weight': 6}
VaccineCentury@COVIDGuruKool@{'weight': 1}
VaccineCentury@Yourviewsyournews@{'weight': 2}
VaccineCentury@news@{'weight': 3}
VaccineCentury@Covishield@{'weight': 2}
VaccineCentury@kooforindia@{'weight': 4}
VaccineCentury@KOOINDIA@{'weight': 2}
VaccineCentury@Tricolor@{'weight': 2}
VaccineCentury@Karnataka@{'weight': 1}
VaccineCentury@siddaramaiah@{'weight': 1}
VaccineCentury@Ramappa@{'weight': 2}
VaccineCentury@LargestFreeVaccinationDrive@{'weight': 3}
VaccineCentury@WHO@{'weight': 2}
VaccineCentury@100CroreVaccine@{'weight': 1}
VaccineCentury@CoWIN@{'weight': 4}
VaccineCentury@DigitalIndia@{'weight': 1}
VaccineCentury@IndiaInc@{'weight': 1}
VaccineCentury@IndianEconomy@{'weight': 1}
VaccineCentury@HariOm@{'weight': 1}
VaccineCentury@FridayFitness@{'weight': 1}
VaccineCentury@healthcare@{'weight': 1}
VaccineCentury@100volleychallenge@{'weight': 1}
VaccineCentury@quotes@{'weight': 1}
VaccineCentury@quote@{'weight': 1}
VaccineCentury@quoteoftheday@{'weight': 1}
VaccineCentury@Covid19Vaccine@{'weight': 1}
VaccineCentury@BillGates@{'weight': 1}
VaccineCentury@1CroreVaccination@{'weight': 1}
VaccineCentury@vaccinforall@{'weight': 1}
VaccineCentury@FIGHTAGAINSTCOVID3WAVE@{'weight': 1}
VaccineCentury@INDIA@{'weight': 2}
VaccineCentury@UNITE2FIGHTCORONA@{'weight': 1}
VaccineCentury@INDIAFIGHTSCORONA@{'weight': 1}
VaccineCentury@CoronaWarriors@{'weight': 3}
VaccineCentury@BJPUP@{'weight': 1}
VaccineCentury@CovidVaccine@{'weight': 8}
VaccineCentury@WorldsLargestVaccineDrive@{'weight': 1}
VaccineCentury@BJPUP,@{'weight': 1}
